%%% Global Ocean Heat Content estimate from 1993 to 2019 (Monthly)  v1.1.1
%%%Deep-sea remote sensing retrieval algorithm for retrieving ocean internal information from remote sensing data, firstly Published in remote sensing
%%% Su and Lu, 2020, OPEN: A New Estimation of Global Ocean Heat Content for Upper 2000 Meters from Remote Sensing Data,remote sensing. 2020, 12, 2294; doi:10.3390/rs12142294

%%% Update date: Dec. 2020 by HaoJie.Zhang and Wenfang.Lu
%%% unit of OHC:  *10^22 Joules
%%% OHC is 12-month running mean.
%%% Baseline: 1993-2015
%%% Note:This version is based on v1.0.1, we increase the number of neurons to improve
%%% Note: [Error] refers to 95% CI is OHC+/-Error 2 /sigma
%%% Link to OPEN data: https://github.com/scenty/OPEN-OHC/
%%%
[year][month] [OHC0-300m] [Error]	[OHC0-700m]	[Error]	[OHC0-1500m]	[Error]	[OHC0-2000m]	[Error]
1993	1	-4.05 	0.06 	-4.83 	0.28 	-6.06 	0.23 	-6.71	0.68
1993	2	-4.13 	0.05 	-4.91 	0.27 	-6.14 	0.24 	-6.79	0.68
1993	3	-4.14 	0.06 	-4.91 	0.27 	-6.17 	0.24 	-6.8	0.67
1993	4	-4.19 	0.06 	-5.04 	0.28 	-6.30 	0.24 	-6.97	0.70
1993	5	-4.17 	0.07 	-5.00 	0.27 	-6.26 	0.22 	-6.91	0.68
1993	6	-4.22 	0.06 	-5.11 	0.27 	-6.42 	0.23 	-7.06	0.65
1993	7	-4.27 	0.06 	-5.20 	0.26 	-6.51 	0.24 	-7.15	0.63
1993	8	-4.25 	0.07 	-5.23 	0.26 	-6.52 	0.26 	-7.17	0.64
1993	9	-4.23 	0.07 	-5.21 	0.25 	-6.48 	0.26 	-7.12	0.62
1993	10	-4.21 	0.07 	-5.18 	0.25 	-6.44 	0.25 	-7.09	0.66
1993	11	-4.16 	0.07 	-5.18 	0.24 	-6.45 	0.23 	-7.1	0.62
1993	12	-4.09 	0.08 	-5.15 	0.25 	-6.39 	0.22 	-7.08	0.65
1994	1	-4.04 	0.08 	-5.06 	0.24 	-6.27 	0.21 	-6.99	0.67
1994	2	-3.98 	0.08 	-5.01 	0.25 	-6.18 	0.19 	-6.93	0.67
1994	3	-3.99 	0.07 	-5.05 	0.24 	-6.21 	0.20 	-6.96	0.66
1994	4	-3.92 	0.08 	-4.82 	0.22 	-5.99 	0.21 	-6.66	0.64
1994	5	-3.97 	0.09 	-4.88 	0.24 	-6.09 	0.24 	-6.78	0.69
1994	6	-3.84 	0.10 	-4.60 	0.25 	-5.74 	0.23 	-6.45	0.74
1994	7	-3.76 	0.10 	-4.43 	0.25 	-5.52 	0.21 	-6.23	0.78
1994	8	-3.72 	0.11 	-4.39 	0.27 	-5.46 	0.20 	-6.14	0.78
1994	9	-3.68 	0.11 	-4.34 	0.26 	-5.41 	0.21 	-6.08	0.82
1994	10	-3.69 	0.11 	-4.42 	0.24 	-5.50 	0.20 	-6.12	0.71
1994	11	-3.74 	0.13 	-4.56 	0.25 	-5.68 	0.21 	-6.25	0.68
1994	12	-3.77 	0.14 	-4.63 	0.26 	-5.74 	0.21 	-6.28	0.65
1995	1	-3.73 	0.15 	-4.64 	0.29 	-5.75 	0.25 	-6.26	0.63
1995	2	-3.61 	0.15 	-4.50 	0.30 	-5.68 	0.32 	-6.14	0.62
1995	3	-3.56 	0.14 	-4.41 	0.32 	-5.55 	0.33 	-6.03	0.65
1995	4	-3.55 	0.14 	-4.48 	0.31 	-5.57 	0.29 	-6.14	0.62
1995	5	-3.51 	0.14 	-4.48 	0.30 	-5.53 	0.32 	-6.07	0.58
1995	6	-3.61 	0.13 	-4.71 	0.29 	-5.73 	0.32 	-6.29	0.57
1995	7	-3.63 	0.12 	-4.79 	0.29 	-5.88 	0.33 	-6.48	0.56
1995	8	-3.64 	0.12 	-4.83 	0.29 	-5.96 	0.34 	-6.56	0.55
1995	9	-3.61 	0.13 	-4.87 	0.30 	-6.04 	0.34 	-6.65	0.49
1995	10	-3.53 	0.13 	-4.79 	0.30 	-6.06 	0.34 	-6.64	0.47
1995	11	-3.41 	0.13 	-4.67 	0.28 	-5.99 	0.30 	-6.55	0.45
1995	12	-3.34 	0.13 	-4.56 	0.29 	-5.92 	0.32 	-6.5	0.44
1996	1	-3.37 	0.12 	-4.62 	0.29 	-6.00 	0.29 	-6.6	0.42
1996	2	-3.40 	0.13 	-4.66 	0.28 	-5.97 	0.27 	-6.61	0.44
1996	3	-3.40 	0.13 	-4.66 	0.27 	-5.99 	0.26 	-6.61	0.43
1996	4	-3.31 	0.13 	-4.59 	0.28 	-5.95 	0.31 	-6.52	0.47
1996	5	-3.19 	0.13 	-4.39 	0.29 	-5.75 	0.34 	-6.27	0.48
1996	6	-3.10 	0.13 	-4.28 	0.31 	-5.67 	0.37 	-6.11	0.51
1996	7	-3.04 	0.14 	-4.21 	0.34 	-5.52 	0.40 	-5.9	0.53
1996	8	-2.98 	0.14 	-4.20 	0.34 	-5.54 	0.41 	-5.89	0.54
1996	9	-2.92 	0.12 	-4.19 	0.33 	-5.51 	0.39 	-5.88	0.59
1996	10	-2.89 	0.11 	-4.19 	0.35 	-5.46 	0.37 	-5.79	0.65
1996	11	-2.92 	0.10 	-4.23 	0.36 	-5.42 	0.37 	-5.77	0.65
1996	12	-2.91 	0.09 	-4.24 	0.35 	-5.43 	0.36 	-5.75	0.66
